country,rank,account,title,link,followers,views_avg,likes_avg,comments_avg,shares_avg,engagement_per_view,engagement_per_1k_followers,kol_score
All,133,jaykindafunny8,Jaykindafunny,https://www.tiktok.com/@jaykindafunny8,22300000.0,12000000.0,467800.0,2600.0,4000.0,0.03953333333333333,21.27354260089686,0.05159999999999999
All,134,itsjulia.a,julia,https://www.tiktok.com/@itsjulia.a,16700.0,4500000.0,748500.0,3800.0,7000.0,0.16873333333333335,45467.065868263475,0.8428
All,135,spencer_serafica,Xspencer,https://www.tiktok.com/@spencer_serafica,11800000.0,4900000.0,821900.0,6600.0,2500.0,0.16959183673469388,70.42372881355932,0.613
All,136,angelaaguilar_,Angela Aguilar :),https://www.tiktok.com/@angelaaguilar_,8100000.0,10500000.0,747900.0,2600.0,2000.0,0.07166666666666667,92.90123456790124,0.266
All,137,pkllipe,Pk,https://www.tiktok.com/@pkllipe,15700000.0,5100000.0,775500.0,3700.0,5300.0,0.1538235294117647,49.968152866242036,0.5136000000000001
All,138,hayleygeorgiamorris,Hayley Morris,https://www.tiktok.com/@hayleygeorgiamorris,2700000.0,3300000.0,489600.0,2200.0,19400.0,0.1549090909090909,189.33333333333331,0.6714
All,139,twice_tiktok_official,TWICE,https://www.tiktok.com/@twice_tiktok_official,13200000.0,2400000.0,779200.0,13800.0,4800.0,0.3324166666666667,60.43939393939394,0.7374
All,140,lexibrookerivera,Lexi Rivera,https://www.tiktok.com/@lexibrookerivera,20500000.0,5700000.0,682800.0,5900.0,2700.0,0.12129824561403509,33.72682926829268,0.3114
All,141,theandrewschulz,Andrew Schulz,https://www.tiktok.com/@theandrewschulz,2100000.0,4200000.0,445600.0,1800.0,16100.000000000002,0.11035714285714286,220.71428571428572,0.4726
All,142,kallmewhateveryouwant,kallmewhateveryouwant,https://www.tiktok.com/@kallmewhateveryouwant,10600000.0,5000000.0,713800.0,4600.0,4700.0,0.14462,68.21698113207547,0.5162
All,143,larrayeeee,LARRAY,https://www.tiktok.com/@larrayeeee,25500000.0,4400000.0,797700.0,6800.0,2600.0,0.18343181818181817,31.650980392156864,0.5528000000000001
All,144,anaraquelhz,Raquel,https://www.tiktok.com/@anaraquelhz,2600000.0,4500000.0,376900.0,4700.0,14300.0,0.08797777777777778,152.26923076923077,0.36140000000000005
All,145,mr_paul.boy,"Паул, либо просто Паша",https://www.tiktok.com/@mr_paul.boy,6700000.0,4100000.0,806800.0,5300.0,4300.0,0.1991219512195122,121.85074626865672,0.7474
All,146,connoralik,Коннор,https://www.tiktok.com/@connoralik,7400000.0,8300000.000000001,645700.0,3100.0,2800.0,0.07850602409638553,88.05405405405406,0.2766
All,147,unkabogableviceganda,Vice Ganda,https://www.tiktok.com/@unkabogableviceganda,8199999.999999999,7500000.0,813500.0,3300.0,1900.0,0.10916,99.84146341463415,0.3846
